drug_name,num_prescriber,total_cost
LEVOTHYROXINE SODIUM,1,1011
AMLODIPINE BESYLATE,1,1011
DIGOXIN,1,1010
AZELASTINE HCL,1,1010
ALLOPURINOL,1,1009
AZELASTINE HCL,1,1008
ATENOLOL,1,1008
TAMSULOSIN HCL,1,1008
IBUPROFEN,1,1008
DIGOX,1,1008
SPIRONOLACTONE,1,1008
PROPRANOLOL HCL,1,1008
GLIMEPIRIDE,2,1007
RANITIDINE HCL,1,1007
TRAMADOL HCL-ACETAMINOPHEN,1,1007
DILTIAZEM 24HR CD,1,1006
PROPRANOLOL HCL,1,1006
METFORMIN HCL ER,1,1005
ACETAZOLAMIDE,1,1004
ESCITALOPRAM OXALATE,1,1004
HYDROCHLOROTHIAZIDE,1,1004
VALSARTAN-HYDROCHLOROTHIAZIDE,1,1003
PREDNISONE,1,1003
PANTOPRAZOLE SODIUM,1,1003
LORAZEPAM,1,1002
BENAZEPRIL-HYDROCHLOROTHIAZIDE,1,1002
SIMVASTATIN,1,1002
THEO-24,1,1002
DOXAZOSIN MESYLATE,1,1002
DOXAZOSIN MESYLATE,1,1002
NOVOFINE 32,1,1001
AMLODIPINE BESYLATE-BENAZEPRIL,1,1001
CARTIA XT,1,1001
METOPROLOL SUCCINATE,1,1001
TOBRAMYCIN-DEXAMETHASONE,1,1000
SYNTHROID,1,1000
VENLAFAXINE HCL ER,1,999
NITROFURANTOIN MONO-MACRO,1,999
TRAMADOL HCL,1,999
TRAMADOL HCL,3,999
ESCITALOPRAM OXALATE,1,998
BD ULTRA-FINE PEN NEEDLE,1,998
DISULFIRAM,1,998
ESTRADIOL,1,998
OXYCODONE HCL,1,998
ZOLPIDEM TARTRATE ER,1,998
OXYBUTYNIN CHLORIDE,1,998
DILT-XR,1,998
CEFUROXIME,1,998
DICLOFENAC SODIUM-MISOPROSTOL,1,997
DICLOFENAC SODIUM,1,997
HYDROCODONE-ACETAMINOPHEN,1,997
ALLOPURINOL,1,997
SILDENAFIL,1,996
THEOPHYLLINE ANHYDROUS,1,996
HYDROCHLOROTHIAZIDE,1,996
CANDESARTAN CILEXETIL,1,996
CYCLOBENZAPRINE HCL,1,996
GLIPIZIDE ER,1,995
DILTIAZEM 24HR CD,1,995
NADOLOL,1,995
LATANOPROST,1,995
VENLAFAXINE HCL ER,1,994
DICYCLOMINE HCL,1,994
ZAFIRLUKAST,1,994
METFORMIN HCL,1,994
CLOTRIMAZOLE-BETAMETHASONE,1,994
CARBIDOPA-LEVODOPA ER,1,994
NIFEDIPINE ER,1,994
METOPROLOL SUCCINATE,1,994
CYCLOBENZAPRINE HCL,1,993
PROMETHAZINE HCL,1,993
VALACYCLOVIR,1,993
PANTOPRAZOLE SODIUM,1,993
RANITIDINE HCL,1,993
TAMSULOSIN HCL,1,993
ONDANSETRON HCL,1,993
METHENAMINE HIPPURATE,1,992
FLUTICASONE PROPIONATE,1,992
SERTRALINE HCL,1,992
RISPERIDONE,1,992
LOSARTAN-HYDROCHLOROTHIAZIDE,1,991
METOPROLOL TARTRATE,1,991
NIFEDIPINE ER,1,991
PANTOPRAZOLE SODIUM,2,990
VOLTAREN,1,990
MONTELUKAST SODIUM,1,990
TAMSULOSIN HCL,1,990
PILOCARPINE HCL,1,990
VENTOLIN HFA,1,990
CYCLOBENZAPRINE HCL,1,990
HYDROCHLOROTHIAZIDE,1,990
TRIAMTERENE-HYDROCHLOROTHIAZID,1,989
PHENYTOIN SODIUM EXTENDED,1,989
METFORMIN HCL,1,989
PHENYTOIN SODIUM EXTENDED,1,989
ISOSORBIDE MONONITRATE ER,1,989
MONTELUKAST SODIUM,1,989
SYNTHROID,1,988
VERAPAMIL ER,1,988
DILTIAZEM 24HR CD,1,988
FLUOXETINE HCL,1,987
AMLODIPINE BESYLATE,1,987
HYDROCHLOROTHIAZIDE,1,987
VERAPAMIL ER,1,987
CLOPIDOGREL,1,987
ALLOPURINOL,1,987
OLANZAPINE ODT,1,987
PANTOPRAZOLE SODIUM,1,986
ATORVASTATIN CALCIUM,1,986
BETAMETHASONE VALERATE,1,986
ENALAPRIL MALEATE,1,986
PHENOBARBITAL,1,986
BUPROPION XL,1,985
METOLAZONE,1,985
DICLOFENAC SODIUM,1,985
ATORVASTATIN CALCIUM,1,985
THIORIDAZINE HCL,1,985
BD ULTRA-FINE PEN NEEDLE,1,985
SULFACETAMIDE SODIUM,1,985
PHENYTOIN SODIUM EXTENDED,1,984
PANTOPRAZOLE SODIUM,1,984
FUROSEMIDE,1,984
HYDROCHLOROTHIAZIDE,1,984
AMLODIPINE BESYLATE,1,984
FENTANYL,1,984
LOVASTATIN,1,983
PROPRANOLOL HCL,1,982
OXYBUTYNIN CHLORIDE ER,1,982
LOSARTAN POTASSIUM,1,982
TAMSULOSIN HCL,1,982
DIVALPROEX SODIUM,1,982
OMEPRAZOLE,1,982
LORAZEPAM,1,981
ESTRADIOL,1,981
DILTIAZEM HCL,1,981
ALPRAZOLAM,1,980
SERTRALINE HCL,1,980
OXYCODONE HCL,1,980
LEVOFLOXACIN,1,980
QUETIAPINE FUMARATE,1,980
KLOR-CON M20,1,980
ZOLPIDEM TARTRATE,1,980
PROPRANOLOL HCL,1,980
LISINOPRIL,1,980
METOPROLOL SUCCINATE,1,980
FLUCONAZOLE,1,980
DIGOX,1,979
DORZOLAMIDE HCL,1,979
MORPHINE SULFATE ER,1,979
LEVOTHYROXINE SODIUM,1,979
ALBUTEROL SULFATE,1,978
BENAZEPRIL-HYDROCHLOROTHIAZIDE,1,978
ZOLPIDEM TARTRATE ER,1,978
METOCLOPRAMIDE HCL,1,978
TELMISARTAN,1,978
BUPROPION HCL,1,978
GABAPENTIN,1,977
ZIPRASIDONE HCL,2,977
TRIAMTERENE-HYDROCHLOROTHIAZID,1,977
CARBAMAZEPINE,1,976
CLOTRIMAZOLE-BETAMETHASONE,1,976
POTASSIUM CHLORIDE,1,976
PAROXETINE HCL,1,976
CALCITONIN-SALMON,1,976
CLOPIDOGREL,1,975
NITROFURANTOIN,1,975
CEFUROXIME,1,975
POTASSIUM CHLORIDE,1,975
CHLORTHALIDONE,1,975
ESCITALOPRAM OXALATE,1,975
DONEPEZIL HCL,1,975
IRBESARTAN-HYDROCHLOROTHIAZIDE,1,975
LEVOTHYROXINE SODIUM,1,975
BUMETANIDE,1,974
POTASSIUM CHLORIDE,2,974
AMOXICILLIN-CLAVULANATE POTASS,1,974
SPIRONOLACTONE,2,974
ROPINIROLE HCL,1,974
TRAMADOL HCL,1,973
DESOXIMETASONE,1,973
FLUTICASONE PROPIONATE,1,973
FENOFIBRATE,1,973
TORSEMIDE,1,972
PROPRANOLOL HCL ER,1,971
WELCHOL,1,971
KLOR-CON M10,1,971
GLIPIZIDE ER,1,970
OMEPRAZOLE,1,970
PROAIR HFA,1,970
ONDANSETRON HCL,1,970
CIPROFLOXACIN-D5W,1,969
NITROFURANTOIN MONO-MACRO,1,969
MEGESTROL ACETATE,1,969
METOPROLOL SUCCINATE,1,969
CLONIDINE HCL,1,968
BUPROPION HCL,1,968
AMITRIPTYLINE HCL,1,967
KLOR-CON 10,1,967
LORAZEPAM,1,967
HYDROCHLOROTHIAZIDE,1,967
OXYCODONE-ACETAMINOPHEN,1,966
DIGOX,1,966
QUINAPRIL HCL,1,966
NITROFURANTOIN MONO-MACRO,1,965
VENTOLIN HFA,1,965
LISINOPRIL,1,965
SUCRALFATE,1,965
QUETIAPINE FUMARATE,1,964
CLONAZEPAM,1,964
PANTOPRAZOLE SODIUM,1,963
ZOLPIDEM TARTRATE,1,963
LANSOPRAZOLE,1,963
BENAZEPRIL-HYDROCHLOROTHIAZIDE,1,963
HALOPERIDOL,1,963
METFORMIN HCL ER,1,962
DILTIAZEM HCL,1,962
DIOVAN,1,962
LOSARTAN-HYDROCHLOROTHIAZIDE,1,962
METOPROLOL TARTRATE,1,961
RANITIDINE HCL,1,961
MORPHINE SULFATE ER,1,961
PREMARIN,1,961
NITROFURANTOIN MONO-MACRO,1,961
ALPRAZOLAM,1,960
LEVETIRACETAM,1,960
PROAIR HFA,1,960
DOXAZOSIN MESYLATE,1,960
OXYCODONE HCL,1,959
ONDANSETRON HCL,1,959
MEMANTINE HCL,1,959
DIGOX,1,959
ZOLPIDEM TARTRATE,1,959
CICLOPIROX,2,958
DONEPEZIL HCL,1,958
MUPIROCIN,1,958
BETAMETHASONE DIPROPIONATE,1,958
LATANOPROST,1,958
DILTIAZEM ER,1,957
AMOXICILLIN-CLAVULANATE POTASS,1,957
PRAMIPEXOLE DIHYDROCHLORIDE,1,957
POLYETHYLENE GLYCOL 3350,1,957
PYRIDOSTIGMINE BROMIDE,1,957
METOLAZONE,1,957
SIMVASTATIN,1,956
FLUTICASONE PROPIONATE,1,955
DILTIAZEM ER,1,955
PENTOXIFYLLINE,1,955
DOXYCYCLINE HYCLATE,1,955
TOBRAMYCIN-DEXAMETHASONE,1,955
ATENOLOL,1,955
GLIPIZIDE,1,955
CALCITONIN-SALMON,1,955
HYDROCODONE-ACETAMINOPHEN,1,954
DILTIAZEM 24HR CD,1,954
PERPHENAZINE,1,954
NITROFURANTOIN,1,954
DOXAZOSIN MESYLATE,1,954
AMITRIPTYLINE HCL,1,953
OXYCODONE HCL,1,953
THEO-24,1,953
MONTELUKAST SODIUM,1,953
OXYCODONE HCL,1,953
FLUOCINONIDE,1,952
PANTOPRAZOLE SODIUM,1,952
CARVEDILOL,1,952
GABAPENTIN,1,952
OXYBUTYNIN CHLORIDE,1,952
ALCOHOL PREP PADS,1,952
VALACYCLOVIR,1,952
RABEPRAZOLE SODIUM,1,951
TRIMETHOPRIM,1,951
CLORAZEPATE DIPOTASSIUM,1,951
TIMOLOL MALEATE,1,951
AMLODIPINE BESYLATE,1,951
LISINOPRIL,1,950
TOPROL XL,1,950
TRIAMCINOLONE ACETONIDE,1,950
CITALOPRAM HBR,1,950
NATEGLINIDE,1,949
FAMOTIDINE,1,949
SYNTHROID,1,948
CEFUROXIME,1,948
BUPROPION XL,1,948
GABAPENTIN,1,948
ALLOPURINOL,1,948
VANCOMYCIN HCL,1,948
FAMOTIDINE,1,947
LOSARTAN POTASSIUM,1,947
HYDROCHLOROTHIAZIDE,1,946
METOPROLOL SUCCINATE,1,946
NIFEDIPINE ER,1,946
ESCITALOPRAM OXALATE,1,946
CYCLOBENZAPRINE HCL,1,946
GLIPIZIDE ER,1,946
HYDROXYZINE HCL,1,946
NYSTATIN,1,945
CLONAZEPAM,2,945
CLONIDINE HCL,1,945
BUPROPION HCL SR,1,945
VENTOLIN HFA,1,945
HYDROCODONE-ACETAMINOPHEN,1,944
DIAZEPAM,1,944
GLIMEPIRIDE,1,944
DOXYCYCLINE HYCLATE,1,944
OXYBUTYNIN CHLORIDE,1,944
OXYCODONE-ACETAMINOPHEN,1,944
COLCHICINE,1,943
NORETHINDRONE ACETATE,1,943
CARBIDOPA-LEVODOPA,1,943
DOXAZOSIN MESYLATE,1,943
SPIRONOLACTONE,1,943
METOPROLOL TARTRATE,1,942
TAMSULOSIN HCL,1,942
CEFUROXIME,1,942
AMLODIPINE BESYLATE,1,942
TIMOLOL MALEATE,1,941
FENOFIBRATE,2,941
CALCITRIOL,1,941
VALSARTAN,1,940
LEVALBUTEROL HCL,1,940
DOXYCYCLINE MONOHYDRATE,1,940
TOBRAMYCIN-DEXAMETHASONE,1,940
SIMVASTATIN,1,940
FLUTICASONE PROPIONATE,2,939
HYDROCHLOROTHIAZIDE,1,939
GABAPENTIN,1,939
RAMIPRIL,1,937
ZOLPIDEM TARTRATE,1,937
VOLTAREN,1,937
LEVOFLOXACIN,1,937
KETOROLAC TROMETHAMINE,1,937
HYDRALAZINE HCL,1,937
DOXYCYCLINE HYCLATE,1,937
AUTOSHIELD DUO PEN NEEDLE,1,937
CARBAMAZEPINE,1,937
GABAPENTIN,1,937
BD ULTRA-FINE PEN NEEDLE,1,936
QUETIAPINE FUMARATE,1,936
CLONAZEPAM,1,936
AMITRIPTYLINE HCL,1,936
ALPRAZOLAM,1,936
LEVOFLOXACIN,1,935
CARISOPRODOL,1,935
TIZANIDINE HCL,1,935
FLUOXETINE HCL,1,934
FINASTERIDE,1,934
SYNTHROID,1,934
FUROSEMIDE,1,934
OXYBUTYNIN CHLORIDE,1,933
MECLIZINE HCL,1,933
AMLODIPINE BESYLATE,1,933
RAMIPRIL,1,931
PREDNISOLONE ACETATE,2,931
VENLAFAXINE HCL ER,1,931
NITROSTAT,1,931
RANITIDINE HCL,1,931
OXYCODONE HCL-ASPIRIN,1,931
ISOSORBIDE DINITRATE,1,931
ZOLPIDEM TARTRATE,1,931
HYDRALAZINE HCL,1,931
VENTOLIN HFA,1,931
SERTRALINE HCL,1,930
ONDANSETRON HCL,1,930
CEFUROXIME,1,930
OXYCODONE HCL,1,930
NYSTATIN,1,930
METHOTREXATE,1,930
SERTRALINE HCL,1,930
XOPENEX HFA,1,930
METOLAZONE,1,930
KETOROLAC TROMETHAMINE,1,929
DIGOX,1,929
ATORVASTATIN CALCIUM,1,929
PROAIR HFA,1,929
HYDROCODONE-ACETAMINOPHEN,1,929
PREDNISOLONE ACETATE,1,928
ELMIRON,1,928
ALPRAZOLAM,1,928
GLIMEPIRIDE,1,928
OMEPRAZOLE,1,928
PHENYTOIN,1,927
TELMISARTAN-HYDROCHLOROTHIAZID,1,927
THEOPHYLLINE ANHYDROUS,1,927
PROPAFENONE HCL,1,927
PRAMIPEXOLE DIHYDROCHLORIDE,1,927
METOPROLOL-HYDROCHLOROTHIAZIDE,1,926
METHYLPREDNISOLONE,1,926
OXYCODONE-ACETAMINOPHEN,1,926
BUPROPION XL,1,926
ALPRAZOLAM,1,926
LIDOCAINE-PRILOCAINE,1,926
AMIODARONE HCL,1,925
NYSTOP,1,925
LEVOCETIRIZINE DIHYDROCHLORIDE,1,925
FINASTERIDE,1,925
AMLODIPINE BESYLATE,1,925
DOXAZOSIN MESYLATE,1,924
FUROSEMIDE,1,924
LAMOTRIGINE,1,924
TRIAMCINOLONE ACETONIDE,1,924
PAROXETINE HCL,1,924
NYSTATIN,1,924
OXYBUTYNIN CHLORIDE,1,923
CEFUROXIME,1,923
BACLOFEN,1,923
ROPINIROLE HCL,1,923
GALANTAMINE HBR,1,923
EPLERENONE,1,923
HYDROCHLOROTHIAZIDE,1,923
VALSARTAN-HYDROCHLOROTHIAZIDE,1,922
AMIODARONE HCL,1,922
ENALAPRIL MALEATE,1,922
RAMIPRIL,1,922
LISINOPRIL,1,922
ISOSORBIDE MONONITRATE ER,1,921
OXYCODONE-ACETAMINOPHEN,1,921
ZOLPIDEM TARTRATE,1,920
ATORVASTATIN CALCIUM,1,919
NOVOTWIST,1,918
OXYBUTYNIN CHLORIDE,1,918
PANTOPRAZOLE SODIUM,1,918
RIVASTIGMINE,1,918
TEMAZEPAM,1,918
ALLOPURINOL,1,918
ALPRAZOLAM,1,918
CLINDAMYCIN PHOSPHATE,1,918
METOPROLOL SUCCINATE,1,918
TOPROL XL,1,917
FLECAINIDE ACETATE,1,917
MEMANTINE HCL,1,916
ALENDRONATE SODIUM,1,916
METOPROLOL TARTRATE,3,916
PRAVASTATIN SODIUM,1,916
BUMETANIDE,1,916
RISPERIDONE,1,916
CLONIDINE HCL,1,916
ATORVASTATIN CALCIUM,1,916
CALCITONIN-SALMON,1,916
METFORMIN HCL,1,915
FUROSEMIDE,1,915
PANTOPRAZOLE SODIUM,1,915
MIRTAZAPINE,1,915
ZOLPIDEM TARTRATE,1,915
HYDROMORPHONE HCL,1,915
DORZOLAMIDE-TIMOLOL,1,915
FLUTICASONE PROPIONATE,1,915
DIGOX,1,914
DULOXETINE HCL,1,914
FENOFIBRATE,2,914
LOSARTAN POTASSIUM,3,914
OXYBUTYNIN CHLORIDE,1,914
METHOTREXATE,1,913
MORPHINE SULFATE,1,913
GLIPIZIDE,1,913
SYNTHROID,1,913
PHENYTOIN SODIUM EXTENDED,1,913
TELMISARTAN,1,912
OXYBUTYNIN CHLORIDE,1,912
METOPROLOL SUCCINATE,3,912
AMMONIUM LACTATE,1,912
GABAPENTIN,1,912
ATENOLOL,1,912
LOSARTAN-HYDROCHLOROTHIAZIDE,1,912
POLYETHYLENE GLYCOL 3350,1,911
FELODIPINE ER,1,911
TAMSULOSIN HCL,1,911
PANTOPRAZOLE SODIUM,1,911
ZOLPIDEM TARTRATE,1,910
WARFARIN SODIUM,1,910
OMEPRAZOLE,1,910
PERPHENAZINE,1,910
DIGOX,1,910
BUPROPION XL,1,910
CLOPIDOGREL,1,909
WARFARIN SODIUM,3,909
VALSARTAN-HYDROCHLOROTHIAZIDE,1,909
CHLORTHALIDONE,1,908
TEMAZEPAM,1,908
SIMVASTATIN,1,908
LABETALOL HCL,1,907
TRAZODONE HCL,1,907
NEOMYCIN-POLYMYXIN-DEXAMETH,1,906
HYDRALAZINE HCL,1,906
METHENAMINE HIPPURATE,1,906
FOSINOPRIL SODIUM,1,906
BETAMETHASONE DIPROPIONATE,1,906
LISINOPRIL,1,905
LOSARTAN POTASSIUM,1,905
CHLORZOXAZONE,1,905
PROAIR HFA,1,904
DOXYCYCLINE MONOHYDRATE,1,904
PREDNISONE,1,904
TIZANIDINE HCL,1,904
DICLOFENAC SODIUM,1,904
VIVELLE-DOT,1,903
ZOLPIDEM TARTRATE ER,1,903
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,903
TRIAMTERENE-HYDROCHLOROTHIAZID,1,903
VERAPAMIL SR,1,903
CYCLOBENZAPRINE HCL,1,903
FUROSEMIDE,1,903
ESCITALOPRAM OXALATE,1,903
NIFEDIPINE ER,1,902
VENTOLIN HFA,1,902
ZIDOVUDINE,1,902
NITROSTAT,1,902
HYDROCODONE-ACETAMINOPHEN,1,902
PANTOPRAZOLE SODIUM,1,902
NYSTATIN,1,902
HYDROCORTISONE,1,901
LISINOPRIL,1,901
NIFEDIPINE ER,2,901
OXYCODONE-ACETAMINOPHEN,1,901
CYCLOBENZAPRINE HCL,1,900
BENAZEPRIL HCL,1,900
MONTELUKAST SODIUM,1,900
FLUOCINOLONE ACETONIDE,1,900
HYDROCORTISONE,1,900
BICALUTAMIDE,1,900
BRIMONIDINE TARTRATE,1,900
HYDROCODONE-ACETAMINOPHEN,1,899
HYDRALAZINE HCL,1,899
SIMVASTATIN,3,899
SIMVASTATIN,1,899
METHOTREXATE,1,899
FUROSEMIDE,1,899
LISINOPRIL,1,899
DONEPEZIL HCL,1,899
DILT-XR,1,898
ATORVASTATIN CALCIUM,1,898
METOLAZONE,1,898
CARISOPRODOL,1,898
NOVOFINE 32,1,898
IPRATROPIUM-ALBUTEROL,1,897
TRAMADOL HCL,1,897
TOPROL XL,1,897
PRAVASTATIN SODIUM,1,897
PAROXETINE HCL,1,897
TIZANIDINE HCL,1,896
INSULIN SYRINGE,3,896
MONTELUKAST SODIUM,1,896
LISINOPRIL,1,896
CEFPODOXIME PROXETIL,1,896
CLONAZEPAM,1,895
QUETIAPINE FUMARATE,1,895
HYDROCHLOROTHIAZIDE,1,895
CARTIA XT,1,895
VALSARTAN-HYDROCHLOROTHIAZIDE,1,895
PROPRANOLOL HCL,1,895
TRANDOLAPRIL,1,895
SERTRALINE HCL,1,894
FLUOXETINE HCL,1,894
OMEPRAZOLE,1,894
TOBRAMYCIN-DEXAMETHASONE,1,894
FINASTERIDE,1,894
CLONAZEPAM,1,894
VERAPAMIL ER,1,894
POTASSIUM CHLORIDE,1,894
NYSTATIN,1,894
TAMSULOSIN HCL,1,893
FAMOTIDINE,1,893
LISINOPRIL,1,893
HYDROCODONE-ACETAMINOPHEN,1,893
OXYBUTYNIN CHLORIDE,1,892
HYDRALAZINE HCL,1,892
DOXYCYCLINE HYCLATE,1,891
VALSARTAN-HYDROCHLOROTHIAZIDE,1,891
ACETAMINOPHEN-CODEINE,1,891
MORPHINE SULFATE ER,1,891
ISOSORBIDE MONONITRATE ER,1,891
NIFEDIPINE ER,1,891
PROAIR HFA,1,891
CICLOPIROX,1,891
DILTIAZEM 24HR CD,1,890
LANSOPRAZOLE,1,890
TIMOLOL MALEATE,1,890
GABAPENTIN,1,890
OMEPRAZOLE,1,890
XOPENEX HFA,1,890
AMIODARONE HCL,1,890
DIPHENOXYLATE-ATROPINE,1,890
FLUOXETINE HCL,1,890
ONDANSETRON HCL,1,890
DICLOFENAC SODIUM ER,1,889
DOXYCYCLINE HYCLATE,1,889
PROCTOSOL-HC,1,889
LAMOTRIGINE,1,889
GLIPIZIDE,1,888
TEMAZEPAM,1,887
CITALOPRAM HBR,1,887
PRAVASTATIN SODIUM,1,887
DICLOFENAC SODIUM,1,887
OMEPRAZOLE,1,887
BUSPIRONE HCL,2,887
NYSTATIN,1,886
PROPAFENONE HCL,1,886
FENOFIBRATE,3,886
DILTIAZEM ER,1,886
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,886
VANCOMYCIN HCL,1,886
SERTRALINE HCL,1,886
POTASSIUM CHLORIDE,1,886
TAMSULOSIN HCL,1,885
ACARBOSE,1,885
DILANTIN,1,885
HYDROXYUREA,1,885
CITALOPRAM HBR,2,885
VENTOLIN HFA,1,884
LEVETIRACETAM,1,884
SERTRALINE HCL,1,884
METFORMIN HCL,3,884
BUTALBITAL-ACETAMINOPHEN-CAFFE,1,883
ESCITALOPRAM OXALATE,1,883
WARFARIN SODIUM,1,883
CILOSTAZOL,1,883
VENLAFAXINE HCL ER,1,883
FLUOXETINE HCL,1,883
KLOR-CON M10,1,883
DIGOXIN,1,882
LOXAPINE,1,882
FINASTERIDE,1,882
OXYCONTIN,1,882
POTASSIUM CHLORIDE,1,882
OMEPRAZOLE,1,882
BACLOFEN,1,881
OXYCODONE-ACETAMINOPHEN,1,881
PROBENECID-COLCHICINE,1,881
BUPROPION XL,1,881
NITROSTAT,1,881
OFLOXACIN,1,880
WARFARIN SODIUM,1,880
BACLOFEN,1,880
TRAZODONE HCL,1,880
HYDROCODONE-ACETAMINOPHEN,1,880
ALLOPURINOL,1,879
SPIRONOLACTONE,1,879
SIMVASTATIN,1,879
SUMATRIPTAN SUCCINATE,1,879
FAMOTIDINE,2,879
ISOSORBIDE MONONITRATE ER,2,879
PROCHLORPERAZINE MALEATE,1,879
FUROSEMIDE,1,878
TRAMADOL HCL,1,878
HYDROCODONE-ACETAMINOPHEN,1,878
TOPIRAMATE,1,878
CLOPIDOGREL,1,878
DIVALPROEX SODIUM ER,1,878
GABAPENTIN,1,878
AMITRIPTYLINE HCL,1,878
NITROGLYCERIN PATCH,1,878
MUPIROCIN,1,877
MORPHINE SULFATE ER,1,877
IRBESARTAN,1,877
VENLAFAXINE HCL ER,1,877
DILTIAZEM ER,1,876
DILTIAZEM 24HR CD,1,876
BACLOFEN,1,876
LABETALOL HCL,1,876
PANTOPRAZOLE SODIUM,1,876
SPIRONOLACTONE,1,876
PROPRANOLOL HCL,1,876
ATORVASTATIN CALCIUM,1,876
VENLAFAXINE HCL ER,1,876
BUPROPION XL,1,876
VALSARTAN,1,876
TRIAMCINOLONE ACETONIDE,1,876
GLIPIZIDE-METFORMIN,1,875
FLUPHENAZINE HCL,1,875
PROAIR HFA,1,875
TELMISARTAN,1,875
DILTIAZEM 24HR CD,1,875
GLIMEPIRIDE,1,875
SOTALOL,1,874
CEFUROXIME,1,874
BACLOFEN,1,874
HYDROCODONE-IBUPROFEN,1,874
PROAIR HFA,1,874
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,874
VENTOLIN HFA,1,873
WARFARIN SODIUM,1,873
TRIAMCINOLONE ACETONIDE,1,873
VALSARTAN,1,873
GABAPENTIN,1,873
ENALAPRIL MALEATE,1,872
NABUMETONE,1,872
NITROSTAT,1,872
RANITIDINE HCL,3,872
NIFEDIPINE ER,1,872
KETOCONAZOLE,1,871
CLOPIDOGREL,1,871
CIPROFLOXACIN HCL,1,871
ENALAPRIL MALEATE,1,871
GLIPIZIDE,1,871
AMLODIPINE BESYLATE,1,870
ZOLPIDEM TARTRATE,1,870
DEXTROAMPHETAMINE-AMPHETAMINE,1,869
PANTOPRAZOLE SODIUM,1,869
ISOSORBIDE MONONITRATE ER,1,868
TIZANIDINE HCL,1,868
TRAZODONE HCL,1,868
CARBIDOPA-LEVODOPA,1,868
CARVEDILOL,1,867
DILTIAZEM 12HR ER,1,867
LEVOTHYROXINE SODIUM,1,867
MUPIROCIN,1,867
DILTIAZEM 24HR ER,1,867
OXYCODONE-ACETAMINOPHEN,1,867
ATENOLOL,1,867
TORSEMIDE,1,866
NEOMYCIN SULFATE,1,866
DEXTROAMPHETAMINE-AMPHETAMINE,1,866
ALCOHOL PREP PADS,1,866
RALOXIFENE HCL,1,865
LOSARTAN POTASSIUM,1,865
WARFARIN SODIUM,1,864
AMOXICILLIN-CLAVULANATE POTASS,1,864
GABAPENTIN,1,864
OXYCODONE HCL,1,863
METFORMIN HCL,1,863
POTASSIUM CHLORIDE,1,863
PROAIR HFA,1,863
CLOPIDOGREL,1,862
CEPHALEXIN,1,862
FENOFIBRATE,1,862
DONEPEZIL HCL,1,862
METHIMAZOLE,1,862
CLOBETASOL PROPIONATE,1,862
VENLAFAXINE HCL,1,861
TRIAMTERENE-HYDROCHLOROTHIAZID,1,861
ATORVASTATIN CALCIUM,1,861
CLOPIDOGREL,1,861
ESZOPICLONE,1,861
FUROSEMIDE,1,861
PIOGLITAZONE-METFORMIN,1,861
GABAPENTIN,1,861
ATENOLOL,1,860
TERAZOSIN HCL,1,860
GLIMEPIRIDE,1,860
SYNTHROID,1,860
MISOPROSTOL,1,859
LEVOTHYROXINE SODIUM,1,859
AMLODIPINE BESYLATE,1,859
INDOMETHACIN,1,859
METHADONE HCL,1,859
METHYLPREDNISOLONE,1,859
TRUEPLUS INSULIN SYRINGE,1,858
NIACIN ER,1,858
PRAVASTATIN SODIUM,1,858
KETOCONAZOLE,1,857
HYDROCODONE-ACETAMINOPHEN,1,857
HYDRALAZINE HCL,1,857
AZATHIOPRINE,1,857
CARTIA XT,1,857
ENALAPRIL MALEATE,1,857
LEVOFLOXACIN,1,856
ALLOPURINOL,1,856
METFORMIN HCL,1,856
DOXAZOSIN MESYLATE,1,855
AMLODIPINE BESYLATE,1,855
DORZOLAMIDE-TIMOLOL,1,855
ETODOLAC,1,855
KETOCONAZOLE,1,855
VALSARTAN,1,855
POLYETHYLENE GLYCOL 3350,1,855
PROAIR HFA,1,854
ESTRADIOL,1,854
ALLOPURINOL,1,854
FLUVOXAMINE MALEATE,1,854
FENOFIBRIC ACID,1,854
POTASSIUM CHLORIDE,1,854
LOSARTAN-HYDROCHLOROTHIAZIDE,1,854
BUMETANIDE,1,854
FLUPHENAZINE HCL,1,853
VERAPAMIL HCL,1,853
ISOSORBIDE DINITRATE,1,853
MONTELUKAST SODIUM,1,853
HYDROCHLOROTHIAZIDE,1,853
DONEPEZIL HCL,1,853
TRAZODONE HCL,1,852
FAMOTIDINE,1,852
SPIRONOLACTONE,1,852
OXYCODONE HCL,1,852
METFORMIN HCL,1,852
DIGOX,1,852
CLOTRIMAZOLE,1,852
POLYETHYLENE GLYCOL 3350,1,851
MOMETASONE FUROATE,1,851
TAMSULOSIN HCL,1,851
LOSARTAN POTASSIUM,1,851
BUTALBITAL-ACETAMINOPHEN-CAFFE,1,851
MUPIROCIN,1,851
SUCRALFATE,1,850
CALCITONIN-SALMON,1,850
PROCTOSOL-HC,1,850
METOPROLOL SUCCINATE,1,850
METFORMIN HCL ER,1,850
FLUTICASONE PROPIONATE,1,850
PRAVASTATIN SODIUM,1,850
TRAMADOL HCL,1,850
TRAZODONE HCL,1,849
MATZIM LA,1,849
FENOFIBRATE,1,849
VITAMIN D2,1,849
ENALAPRIL MALEATE,1,848
CARVEDILOL,1,848
OMEPRAZOLE,1,848
AMLODIPINE BESYLATE,1,847
